Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Montgomery,09/25/2020,48,34.1,12161,828604,5.8,4.1,1467.6
Blair,09/23/2020,23,13.1,637,122492,18.8,10.7,520
Tioga,08/11/2020,1,0.4,39,40763,2.5,1.1,95.7
Schuylkill,06/11/2020,5,3.4,681,142067,3.5,2.4,479.4
Somerset,11/14/2020,33,47.1,903,73952,44.6,63.7,1221.1
Centre,06/14/2020,2,2.1,176,162805,1.2,1.3,108.1
Washington,07/28/2020,10,14.3,711,207346,4.8,6.9,342.9
Pike,11/14/2020,8,7.4,728,55933,14.3,13.3,1301.6
Berks,06/06/2020,12,20.3,4204,420152,2.9,4.8,1000.6
Franklin,06/27/2020,2,5.1,919,154835,1.3,3.3,593.5
Lackawanna,09/10/2020,48,14.7,2265,210793,22.8,7,1074.5
Franklin,10/29/2020,49,26.9,2272,154835,31.6,17.3,1467.4
Centre,05/14/2020,0,1.4,137,162805,0,0.9,84.1
Northumberland,04/26/2020,1,2.6,98,91083,1.1,2.8,107.6
Delaware,07/19/2020,40,47.3,7925,564751,7.1,8.4,1403.3
Northampton,11/16/2020,85,113.3,7011,304807,27.9,37.2,2300.1
Philadelphia,09/04/2020,125,143.6,30068,1584138,7.9,9.1,1898.1
Franklin,08/28/2020,6,6.9,1509,154835,3.9,4.4,974.6
Chester,06/22/2020,18,28.1,3541,522046,3.4,5.4,678.3
Chester,11/17/2020,158,145.1,10189,522046,30.3,27.8,1951.7
Montour,10/03/2020,0,4.1,200,18240,0,22.7,1096.5
Crawford,10/31/2020,15,16.9,586,85063,17.6,19.8,688.9
Lackawanna,10/09/2020,66,31.9,2905,210793,31.3,15.1,1378.1
Lackawanna,10/21/2020,62,48.4,3461,210793,29.4,23,1641.9
Schuylkill,08/07/2020,1,3.9,916,142067,0.7,2.7,644.8
Wayne,11/17/2020,3,4.3,362,51276,5.9,8.4,706
Centre,09/12/2020,33,77.6,1224,162805,20.3,47.6,751.8
Tioga,08/31/2020,0,0.4,48,40763,0,1.1,117.8
Butler,11/04/2020,17,40.9,2038,187888,9,21.7,1084.7
Dauphin,11/09/2020,90,73.1,5619,277097,32.5,26.4,2027.8
Tioga,08/03/2020,1,0.3,36,40763,2.5,0.7,88.3
Dauphin,11/06/2020,57,65,5407,277097,20.6,23.5,1951.3
Butler,11/16/2020,131,91,3116,187888,69.7,48.4,1658.4
Chester,06/26/2020,33,25.7,3643,522046,6.3,4.9,697.8
Indiana,10/23/2020,26,16.1,1058,84501,30.8,19.1,1252.1
Chester,07/16/2020,68,35.6,4220,522046,13,6.8,808.4
Allegheny,06/16/2020,6,11.6,2134,1218452,0.5,0.9,175.1
Tioga,08/09/2020,0,0.4,38,40763,0,1.1,93.2
Bucks,10/07/2020,41,33.7,9183,628195,6.5,5.4,1461.8
Washington,08/14/2020,8,10.6,903,207346,3.9,5.1,435.5
Philadelphia,05/03/2020,128,272.4,13390,1584138,8.1,17.2,845.3
Montgomery,06/04/2020,67,67.9,7493,828604,8.1,8.2,904.3
Somerset,11/18/2020,59,48.7,1107,73952,79.8,65.9,1496.9
Schuylkill,08/02/2020,4,7,901,142067,2.8,4.9,634.2
Armstrong,03/01/2020,0,,0,65263,0,,0
Armstrong,03/02/2020,0,,0,65263,0,,0
Armstrong,03/03/2020,0,,0,65263,0,,0
Armstrong,03/04/2020,0,,0,65263,0,,0
Armstrong,03/05/2020,0,,0,65263,0,,0
Armstrong,03/06/2020,0,,0,65263,0,,0
Armstrong,03/07/2020,0,,0,65263,0,,0
Armstrong,03/08/2020,0,0,0,65263,0,0,0
Armstrong,03/09/2020,0,0,0,65263,0,0,0
Armstrong,03/10/2020,0,0,0,65263,0,0,0
Armstrong,03/11/2020,0,0,0,65263,0,0,0
Armstrong,03/12/2020,0,0,0,65263,0,0,0
Armstrong,03/13/2020,0,0,0,65263,0,0,0
Armstrong,03/14/2020,0,0,0,65263,0,0,0
Armstrong,03/15/2020,0,0,0,65263,0,0,0
Armstrong,03/16/2020,0,0,0,65263,0,0,0
Armstrong,03/17/2020,0,0,0,65263,0,0,0
Armstrong,03/18/2020,0,0,0,65263,0,0,0
Armstrong,03/19/2020,0,0,0,65263,0,0,0
Armstrong,03/20/2020,0,0,0,65263,0,0,0
Armstrong,03/21/2020,0,0,0,65263,0,0,0
Armstrong,03/22/2020,0,0,0,65263,0,0,0
Armstrong,03/23/2020,0,0,0,65263,0,0,0
Armstrong,03/24/2020,0,0,0,65263,0,0,0
Armstrong,03/25/2020,1,0.1,1,65263,1.5,0.2,1.5
Armstrong,03/26/2020,0,0.1,1,65263,0,0.2,1.5
Armstrong,03/27/2020,1,0.3,2,65263,1.5,0.4,3.1
Armstrong,03/28/2020,1,0.4,3,65263,1.5,0.7,4.6
Armstrong,03/29/2020,0,0.4,3,65263,0,0.7,4.6
Armstrong,03/30/2020,2,0.7,5,65263,3.1,1.1,7.7
Armstrong,03/31/2020,0,0.7,5,65263,0,1.1,7.7
Armstrong,04/01/2020,2,0.9,7,65263,3.1,1.3,10.7
Armstrong,04/02/2020,5,1.6,12,65263,7.7,2.4,18.4
Armstrong,04/03/2020,1,1.6,13,65263,1.5,2.4,19.9
Armstrong,04/04/2020,0,1.4,13,65263,0,2.2,19.9
Armstrong,04/05/2020,1,1.6,14,65263,1.5,2.4,21.5
Armstrong,04/06/2020,4,1.9,18,65263,6.1,2.8,27.6
Armstrong,04/07/2020,3,2.3,21,65263,4.6,3.5,32.2
Armstrong,04/08/2020,1,2.1,22,65263,1.5,3.3,33.7
Armstrong,04/09/2020,2,1.7,24,65263,3.1,2.6,36.8
Armstrong,04/10/2020,4,2.1,28,65263,6.1,3.3,42.9
Armstrong,04/11/2020,0,2.1,28,65263,0,3.3,42.9
Armstrong,04/12/2020,1,2.1,29,65263,1.5,3.3,44.4
Armstrong,04/13/2020,0,1.6,29,65263,0,2.4,44.4
Armstrong,04/14/2020,1,1.3,30,65263,1.5,2,46
Armstrong,04/15/2020,3,1.6,33,65263,4.6,2.4,50.6
Armstrong,04/16/2020,0,1.3,33,65263,0,2,50.6
Armstrong,04/17/2020,3,1.1,36,65263,4.6,1.8,55.2
Armstrong,04/18/2020,2,1.4,38,65263,3.1,2.2,58.2
Armstrong,04/19/2020,0,1.3,38,65263,0,2,58.2
Armstrong,04/20/2020,0,1.3,38,65263,0,2,58.2
Armstrong,04/21/2020,1,1.3,39,65263,1.5,2,59.8
Armstrong,04/22/2020,4,1.4,43,65263,6.1,2.2,65.9
Armstrong,04/23/2020,0,1.4,43,65263,0,2.2,65.9
Armstrong,04/24/2020,3,1.4,46,65263,4.6,2.2,70.5
Armstrong,04/25/2020,0,1.1,46,65263,0,1.8,70.5
Armstrong,04/26/2020,1,1.3,47,65263,1.5,2,72
Armstrong,04/27/2020,3,1.7,50,65263,4.6,2.6,76.6
Armstrong,04/28/2020,0,1.6,50,65263,0,2.4,76.6
Armstrong,04/29/2020,1,1.1,51,65263,1.5,1.8,78.1
Armstrong,04/30/2020,1,1.3,52,65263,1.5,2,79.7
Armstrong,05/01/2020,0,0.9,52,65263,0,1.3,79.7
Armstrong,05/02/2020,0,0.9,52,65263,0,1.3,79.7
Armstrong,05/03/2020,0,0.7,52,65263,0,1.1,79.7
Armstrong,05/04/2020,1,0.4,53,65263,1.5,0.7,81.2
Armstrong,05/05/2020,2,0.7,55,65263,3.1,1.1,84.3
Armstrong,05/06/2020,0,0.6,55,65263,0,0.9,84.3
Armstrong,05/07/2020,0,0.4,55,65263,0,0.7,84.3
Armstrong,05/08/2020,0,0.4,55,65263,0,0.7,84.3
Armstrong,05/09/2020,0,0.4,55,65263,0,0.7,84.3
Armstrong,05/10/2020,0,0.4,55,65263,0,0.7,84.3
Armstrong,05/11/2020,0,0.3,55,65263,0,0.4,84.3
Armstrong,05/12/2020,1,0.1,56,65263,1.5,0.2,85.8
Armstrong,05/13/2020,0,0.1,56,65263,0,0.2,85.8
Armstrong,05/14/2020,1,0.3,57,65263,1.5,0.4,87.3
Armstrong,05/15/2020,1,0.4,58,65263,1.5,0.7,88.9
Armstrong,05/16/2020,0,0.4,58,65263,0,0.7,88.9
Armstrong,05/17/2020,0,0.4,58,65263,0,0.7,88.9
Armstrong,05/18/2020,0,0.4,58,65263,0,0.7,88.9
Armstrong,05/19/2020,1,0.4,59,65263,1.5,0.7,90.4
Armstrong,05/20/2020,0,0.4,59,65263,0,0.7,90.4
Armstrong,05/21/2020,0,0.3,59,65263,0,0.4,90.4
Armstrong,05/22/2020,0,0.1,59,65263,0,0.2,90.4
Armstrong,05/23/2020,0,0.1,59,65263,0,0.2,90.4
Armstrong,05/24/2020,0,0.1,59,65263,0,0.2,90.4
Armstrong,05/25/2020,1,0.3,60,65263,1.5,0.4,91.9
Armstrong,05/26/2020,2,0.4,62,65263,3.1,0.7,95
Armstrong,05/27/2020,0,0.4,62,65263,0,0.7,95
Armstrong,05/28/2020,0,0.4,62,65263,0,0.7,95
Armstrong,05/29/2020,0,0.4,62,65263,0,0.7,95
Armstrong,05/30/2020,0,0.4,62,65263,0,0.7,95
Armstrong,05/31/2020,0,0.4,62,65263,0,0.7,95
Armstrong,06/01/2020,0,0.3,62,65263,0,0.4,95
Armstrong,06/02/2020,2,0.3,64,65263,3.1,0.4,98.1
Armstrong,06/03/2020,0,0.3,64,65263,0,0.4,98.1
Armstrong,06/04/2020,0,0.3,64,65263,0,0.4,98.1
Armstrong,06/05/2020,1,0.4,65,65263,1.5,0.7,99.6
Armstrong,06/06/2020,0,0.4,65,65263,0,0.7,99.6
Armstrong,06/07/2020,0,0.4,65,65263,0,0.7,99.6
Armstrong,06/08/2020,0,0.4,65,65263,0,0.7,99.6
Armstrong,06/09/2020,0,0.1,65,65263,0,0.2,99.6
Armstrong,06/10/2020,0,0.1,65,65263,0,0.2,99.6
Armstrong,06/11/2020,2,0.4,67,65263,3.1,0.7,102.7
Armstrong,06/12/2020,0,0.3,67,65263,0,0.4,102.7
Armstrong,06/13/2020,0,0.3,67,65263,0,0.4,102.7
Armstrong,06/14/2020,0,0.3,67,65263,0,0.4,102.7
Armstrong,06/15/2020,1,0.4,68,65263,1.5,0.7,104.2
Armstrong,06/16/2020,0,0.4,68,65263,0,0.7,104.2
Armstrong,06/17/2020,0,0.4,68,65263,0,0.7,104.2
Armstrong,06/18/2020,1,0.3,69,65263,1.5,0.4,105.7
Armstrong,06/19/2020,0,0.3,69,65263,0,0.4,105.7
Armstrong,06/20/2020,0,0.3,69,65263,0,0.4,105.7
Armstrong,06/21/2020,0,0.3,69,65263,0,0.4,105.7
Armstrong,06/22/2020,1,0.3,70,65263,1.5,0.4,107.3
Armstrong,06/23/2020,0,0.3,70,65263,0,0.4,107.3
Armstrong,06/24/2020,0,0.3,70,65263,0,0.4,107.3
Armstrong,06/25/2020,2,0.4,72,65263,3.1,0.7,110.3
Armstrong,06/26/2020,1,0.6,73,65263,1.5,0.9,111.9
Armstrong,06/27/2020,0,0.6,73,65263,0,0.9,111.9
Armstrong,06/28/2020,0,0.6,73,65263,0,0.9,111.9
Armstrong,06/29/2020,1,0.6,74,65263,1.5,0.9,113.4
Armstrong,06/30/2020,2,0.9,76,65263,3.1,1.3,116.5
Armstrong,07/01/2020,1,1,77,65263,1.5,1.5,118
Armstrong,07/02/2020,0,0.7,77,65263,0,1.1,118
Armstrong,07/03/2020,1,0.7,78,65263,1.5,1.1,119.5
Armstrong,07/04/2020,0,0.7,78,65263,0,1.1,119.5
Armstrong,07/05/2020,0,0.7,78,65263,0,1.1,119.5
Armstrong,07/06/2020,1,0.7,79,65263,1.5,1.1,121
Armstrong,07/07/2020,0,0.4,79,65263,0,0.7,121
Armstrong,07/08/2020,1,0.4,80,65263,1.5,0.7,122.6
Armstrong,07/09/2020,3,0.9,83,65263,4.6,1.3,127.2
Armstrong,07/10/2020,1,0.9,84,65263,1.5,1.3,128.7
Armstrong,07/11/2020,2,1.1,86,65263,3.1,1.8,131.8
Armstrong,07/12/2020,0,1.1,86,65263,0,1.8,131.8
Armstrong,07/13/2020,3,1.4,89,65263,4.6,2.2,136.4
Armstrong,07/14/2020,6,2.3,95,65263,9.2,3.5,145.6
Armstrong,07/15/2020,2,2.4,97,65263,3.1,3.7,148.6
Armstrong,07/16/2020,0,2,97,65263,0,3.1,148.6
Armstrong,07/17/2020,0,1.9,97,65263,0,2.8,148.6
Armstrong,07/18/2020,17,4,114,65263,26,6.1,174.7
Armstrong,07/19/2020,5,4.7,119,65263,7.7,7.2,182.3
Armstrong,07/20/2020,3,4.7,122,65263,4.6,7.2,186.9
Armstrong,07/21/2020,7,4.9,129,65263,10.7,7.4,197.7
Armstrong,07/22/2020,5,5.3,134,65263,7.7,8.1,205.3
Armstrong,07/23/2020,4,5.9,138,65263,6.1,9,211.5
Armstrong,07/24/2020,13,7.7,151,65263,19.9,11.8,231.4
Armstrong,07/25/2020,12,7,163,65263,18.4,10.7,249.8
Armstrong,07/26/2020,3,6.7,166,65263,4.6,10.3,254.4
Armstrong,07/27/2020,3,6.7,169,65263,4.6,10.3,259
Armstrong,07/28/2020,5,6.4,174,65263,7.7,9.9,266.6
Armstrong,07/29/2020,4,6.3,178,65263,6.1,9.6,272.7
Armstrong,07/30/2020,2,6,180,65263,3.1,9.2,275.8
Armstrong,07/31/2020,5,4.9,185,65263,7.7,7.4,283.5
Armstrong,08/01/2020,2,3.4,187,65263,3.1,5.3,286.5
Armstrong,08/02/2020,1,3.1,188,65263,1.5,4.8,288.1
Armstrong,08/03/2020,5,3.4,193,65263,7.7,5.3,295.7
Armstrong,08/04/2020,4,3.3,197,65263,6.1,5,301.9
Armstrong,08/05/2020,3,3.1,200,65263,4.6,4.8,306.5
Armstrong,08/06/2020,4,3.4,204,65263,6.1,5.3,312.6
Armstrong,08/07/2020,3,3.1,207,65263,4.6,4.8,317.2
Armstrong,08/08/2020,5,3.6,212,65263,7.7,5.5,324.8
Armstrong,08/09/2020,5,4.1,217,65263,7.7,6.3,332.5
Armstrong,08/10/2020,5,4.1,222,65263,7.7,6.3,340.2
Armstrong,08/11/2020,7,4.6,229,65263,10.7,7,350.9
Armstrong,08/12/2020,7,5.1,236,65263,10.7,7.9,361.6
Armstrong,08/13/2020,4,5.1,240,65263,6.1,7.9,367.7
Armstrong,08/14/2020,2,5,242,65263,3.1,7.7,370.8
Armstrong,08/15/2020,1,4.4,243,65263,1.5,6.8,372.3
Armstrong,08/16/2020,1,3.9,244,65263,1.5,5.9,373.9
Armstrong,08/17/2020,2,3.4,246,65263,3.1,5.3,376.9
Armstrong,08/18/2020,4,3,250,65263,6.1,4.6,383.1
Armstrong,08/19/2020,17,4.4,267,65263,26,6.8,409.1
Armstrong,08/20/2020,3,4.3,270,65263,4.6,6.6,413.7
Armstrong,08/21/2020,6,4.9,276,65263,9.2,7.4,422.9
Armstrong,08/22/2020,6,5.6,282,65263,9.2,8.5,432.1
Armstrong,08/23/2020,2,5.7,284,65263,3.1,8.8,435.2
Armstrong,08/24/2020,7,6.4,291,65263,10.7,9.9,445.9
Armstrong,08/25/2020,6,6.7,297,65263,9.2,10.3,455.1
Armstrong,08/26/2020,4,4.9,301,65263,6.1,7.4,461.2
Armstrong,08/27/2020,7,5.4,308,65263,10.7,8.3,471.9
Armstrong,08/28/2020,5,5.3,313,65263,7.7,8.1,479.6
Armstrong,08/29/2020,0,4.4,313,65263,0,6.8,479.6
Armstrong,08/30/2020,0,4.1,313,65263,0,6.3,479.6
Armstrong,08/31/2020,5,3.9,318,65263,7.7,5.9,487.3
Armstrong,09/01/2020,7,4,325,65263,10.7,6.1,498
Armstrong,09/02/2020,15,5.6,340,65263,23,8.5,521
Armstrong,09/03/2020,4,5.1,344,65263,6.1,7.9,527.1
Armstrong,09/04/2020,5,5.1,349,65263,7.7,7.9,534.8
Armstrong,09/05/2020,0,5.1,349,65263,0,7.9,534.8
Armstrong,09/06/2020,2,5.4,351,65263,3.1,8.3,537.8
Armstrong,09/07/2020,1,4.9,352,65263,1.5,7.4,539.4
Armstrong,09/08/2020,19,6.6,371,65263,29.1,10.1,568.5
Armstrong,09/09/2020,1,4.6,372,65263,1.5,7,570
Armstrong,09/10/2020,6,4.9,378,65263,9.2,7.4,579.2
Armstrong,09/11/2020,3,4.6,381,65263,4.6,7,583.8
Armstrong,09/12/2020,2,4.9,383,65263,3.1,7.4,586.9
Armstrong,09/13/2020,2,4.9,385,65263,3.1,7.4,589.9
Armstrong,09/14/2020,3,5.1,388,65263,4.6,7.9,594.5
Armstrong,09/15/2020,10,3.9,398,65263,15.3,5.9,609.8
Armstrong,09/16/2020,4,4.3,402,65263,6.1,6.6,616
Armstrong,09/17/2020,6,4.3,408,65263,9.2,6.6,625.2
Armstrong,09/18/2020,4,4.4,412,65263,6.1,6.8,631.3
Armstrong,09/19/2020,2,4.4,414,65263,3.1,6.8,634.4
Armstrong,09/20/2020,6,5,420,65263,9.2,7.7,643.5
Armstrong,09/21/2020,6,5.4,426,65263,9.2,8.3,652.7
Armstrong,09/22/2020,0,4,426,65263,0,6.1,652.7
Armstrong,09/23/2020,1,3.6,427,65263,1.5,5.5,654.3
Armstrong,09/24/2020,4,3.3,431,65263,6.1,5,660.4
Armstrong,09/25/2020,3,3.1,434,65263,4.6,4.8,665
Armstrong,09/26/2020,5,3.6,439,65263,7.7,5.5,672.7
Armstrong,09/27/2020,4,3.3,443,65263,6.1,5,678.8
Armstrong,09/28/2020,6,3.3,449,65263,9.2,5,688
Armstrong,09/29/2020,4,3.9,453,65263,6.1,5.9,694.1
Armstrong,09/30/2020,2,4,455,65263,3.1,6.1,697.2
Armstrong,10/01/2020,3,3.9,458,65263,4.6,5.9,701.8
Armstrong,10/02/2020,6,4.3,464,65263,9.2,6.6,711
Armstrong,10/03/2020,1,3.7,465,65263,1.5,5.7,712.5
Armstrong,10/04/2020,7,4.1,472,65263,10.7,6.3,723.2
Armstrong,10/05/2020,1,3.4,473,65263,1.5,5.3,724.8
Armstrong,10/06/2020,3,3.3,476,65263,4.6,5,729.4
Armstrong,10/07/2020,10,4.4,486,65263,15.3,6.8,744.7
Armstrong,10/08/2020,9,5.3,495,65263,13.8,8.1,758.5
Armstrong,10/09/2020,12,6.1,507,65263,18.4,9.4,776.9
Armstrong,10/10/2020,5,6.7,512,65263,7.7,10.3,784.5
Armstrong,10/11/2020,2,6,514,65263,3.1,9.2,787.6
Armstrong,10/12/2020,10,7.3,524,65263,15.3,11.2,802.9
Armstrong,10/13/2020,4,7.4,528,65263,6.1,11.4,809
Armstrong,10/14/2020,11,7.6,539,65263,16.9,11.6,825.9
Armstrong,10/15/2020,12,8,551,65263,18.4,12.3,844.3
Armstrong,10/16/2020,16,8.6,567,65263,24.5,13.1,868.8
Armstrong,10/17/2020,4,8.4,571,65263,6.1,12.9,874.9
Armstrong,10/18/2020,6,9,577,65263,9.2,13.8,884.1
Armstrong,10/19/2020,11,9.1,588,65263,16.9,14,901
Armstrong,10/20/2020,4,9.1,592,65263,6.1,14,907.1
Armstrong,10/21/2020,13,9.4,605,65263,19.9,14.4,927
Armstrong,10/22/2020,18,10.3,623,65263,27.6,15.8,954.6
Armstrong,10/23/2020,17,10.4,640,65263,26,16,980.6
Armstrong,10/24/2020,7,10.9,647,65263,10.7,16.6,991.4
Armstrong,10/25/2020,11,11.6,658,65263,16.9,17.7,1008.2
Armstrong,10/26/2020,36,15.1,694,65263,55.2,23.2,1063.4
Armstrong,10/27/2020,7,15.6,701,65263,10.7,23.9,1074.1
Armstrong,10/28/2020,25,17.3,726,65263,38.3,26.5,1112.4
Armstrong,10/29/2020,15,16.9,741,65263,23,25.8,1135.4
Armstrong,10/30/2020,36,19.6,777,65263,55.2,30,1190.6
Armstrong,10/31/2020,8,19.7,785,65263,12.3,30.2,1202.8
Armstrong,11/01/2020,25,21.7,810,65263,38.3,33.3,1241.1
Armstrong,11/02/2020,17,19,827,65263,26,29.1,1267.2
Armstrong,11/03/2020,17,20.4,844,65263,26,31.3,1293.2
Armstrong,11/04/2020,30,21.1,874,65263,46,32.4,1339.2
Armstrong,11/05/2020,20,21.9,894,65263,30.6,33.5,1369.8
Armstrong,11/06/2020,30,21,924,65263,46,32.2,1415.8
Armstrong,11/07/2020,24,23.3,948,65263,36.8,35.7,1452.6
Armstrong,11/08/2020,28,23.7,976,65263,42.9,36.3,1495.5
Armstrong,11/09/2020,33,26,1009,65263,50.6,39.8,1546.1
Armstrong,11/10/2020,42,29.6,1051,65263,64.4,45.3,1610.4
Armstrong,11/11/2020,38,30.7,1089,65263,58.2,47.1,1668.6
Armstrong,11/12/2020,52,35.3,1141,65263,79.7,54.1,1748.3
Armstrong,11/13/2020,45,37.4,1186,65263,69,57.4,1817.3
Armstrong,11/14/2020,31,38.4,1217,65263,47.5,58.9,1864.8
Beaver,03/01/2020,0,,0,164742,0,,0
Beaver,03/02/2020,0,,0,164742,0,,0
Beaver,03/03/2020,0,,0,164742,0,,0
Beaver,03/04/2020,0,,0,164742,0,,0
Beaver,03/05/2020,0,,0,164742,0,,0
Beaver,03/06/2020,0,,0,164742,0,,0
Beaver,03/07/2020,0,,0,164742,0,,0
Beaver,03/08/2020,0,0,0,164742,0,0,0
Beaver,03/09/2020,0,0,0,164742,0,0,0
Beaver,03/10/2020,0,0,0,164742,0,0,0
Beaver,03/11/2020,0,0,0,164742,0,0,0
Beaver,03/12/2020,0,0,0,164742,0,0,0
Beaver,03/13/2020,0,0,0,164742,0,0,0
Beaver,03/14/2020,0,0,0,164742,0,0,0
Beaver,03/15/2020,0,0,0,164742,0,0,0
Beaver,03/16/2020,1,0.1,1,164742,0.6,0.1,0.6
Beaver,03/17/2020,1,0.3,2,164742,0.6,0.2,1.2
Beaver,03/18/2020,1,0.4,3,164742,0.6,0.3,1.8
Beaver,03/19/2020,1,0.6,4,164742,0.6,0.3,2.4
Beaver,03/20/2020,3,1,7,164742,1.8,0.6,4.2
Beaver,03/21/2020,1,1.1,8,164742,0.6,0.7,4.9
Beaver,03/22/2020,0,1.1,8,164742,0,0.7,4.9
Beaver,03/23/2020,0,1,8,164742,0,0.6,4.9
Beaver,03/24/2020,4,1.4,12,164742,2.4,0.9,7.3
Beaver,03/25/2020,5,2,17,164742,3,1.2,10.3
Beaver,03/26/2020,3,2.3,20,164742,1.8,1.4,12.1
Beaver,03/27/2020,7,2.9,27,164742,4.2,1.7,16.4
Beaver,03/28/2020,9,4,36,164742,5.5,2.4,21.9
Beaver,03/29/2020,30,8.3,66,164742,18.2,5,40.1
Beaver,03/30/2020,6,9.1,72,164742,3.6,5.5,43.7
Beaver,03/31/2020,3,9,75,164742,1.8,5.5,45.5
Beaver,04/01/2020,2,8.6,77,164742,1.2,5.2,46.7
Beaver,04/02/2020,20,11,97,164742,12.1,6.7,58.9
Beaver,04/03/2020,3,10.4,100,164742,1.8,6.3,60.7
Beaver,04/04/2020,11,10.7,111,164742,6.7,6.5,67.4
Beaver,04/05/2020,18,9,129,164742,10.9,5.5,78.3
Beaver,04/06/2020,17,10.6,146,164742,10.3,6.4,88.6
Beaver,04/07/2020,11,11.7,157,164742,6.7,7.1,95.3
Beaver,04/08/2020,1,11.6,158,164742,0.6,7,95.9
Beaver,04/09/2020,11,10.3,169,164742,6.7,6.2,102.6
Beaver,04/10/2020,6,10.7,175,164742,3.6,6.5,106.2
Beaver,04/11/2020,4,9.7,179,164742,2.4,5.9,108.7
Beaver,04/12/2020,4,7.7,183,164742,2.4,4.7,111.1
Beaver,04/13/2020,2,5.6,185,164742,1.2,3.4,112.3
Beaver,04/14/2020,2,4.3,187,164742,1.2,2.6,113.5
Beaver,04/15/2020,9,5.4,196,164742,5.5,3.3,119
Beaver,04/16/2020,10,5.3,206,164742,6.1,3.2,125
Beaver,04/17/2020,117,21.1,323,164742,71,12.8,196.1
Beaver,04/18/2020,4,21.1,327,164742,2.4,12.8,198.5
Beaver,04/19/2020,10,22,337,164742,6.1,13.4,204.6
Beaver,04/20/2020,0,21.7,337,164742,0,13.2,204.6
Beaver,04/21/2020,14,23.4,351,164742,8.5,14.2,213.1
Beaver,04/22/2020,4,22.7,355,164742,2.4,13.8,215.5
Beaver,04/23/2020,34,26.1,389,164742,20.6,15.9,236.1
Beaver,04/24/2020,4,10,393,164742,2.4,6.1,238.6
Beaver,04/25/2020,6,10.3,399,164742,3.6,6.2,242.2
Beaver,04/26/2020,17,11.3,416,164742,10.3,6.9,252.5
Beaver,04/27/2020,9,12.6,425,164742,5.5,7.6,258
Beaver,04/28/2020,5,11.3,430,164742,3,6.9,261
Beaver,04/29/2020,22,13.9,452,164742,13.4,8.4,274.4
Beaver,04/30/2020,11,10.6,463,164742,6.7,6.4,281
Beaver,05/01/2020,4,10.6,467,164742,2.4,6.4,283.5
Beaver,05/02/2020,0,9.7,467,164742,0,5.9,283.5
Beaver,05/03/2020,18,9.9,485,164742,10.9,6,294.4
Beaver,05/04/2020,10,10,495,164742,6.1,6.1,300.5
Beaver,05/05/2020,3,9.7,498,164742,1.8,5.9,302.3
Beaver,05/06/2020,2,6.9,500,164742,1.2,4.2,303.5
Beaver,05/07/2020,2,5.6,502,164742,1.2,3.4,304.7
Beaver,05/08/2020,2,5.3,504,164742,1.2,3.2,305.9
Beaver,05/09/2020,7,6.3,511,164742,4.2,3.8,310.2
Beaver,05/10/2020,0,3.7,511,164742,0,2.3,310.2
Beaver,05/11/2020,15,4.4,526,164742,9.1,2.7,319.3
Beaver,05/12/2020,0,4,526,164742,0,2.4,319.3
Beaver,05/13/2020,3,4.1,529,164742,1.8,2.5,321.1
Beaver,05/14/2020,5,4.6,534,164742,3,2.8,324.1
Beaver,05/15/2020,0,4.3,534,164742,0,2.6,324.1
Beaver,05/16/2020,0,3.3,534,164742,0,2,324.1
Beaver,05/17/2020,14,5.3,548,164742,8.5,3.2,332.6
Beaver,05/18/2020,1,3.3,549,164742,0.6,2,333.2
Beaver,05/19/2020,3,3.7,552,164742,1.8,2.3,335.1
Beaver,05/20/2020,0,3.3,552,164742,0,2,335.1
Beaver,05/21/2020,10,4,562,164742,6.1,2.4,341.1
Beaver,05/22/2020,2,4.3,564,164742,1.2,2.6,342.4
Beaver,05/23/2020,5,5,569,164742,3,3,345.4
Beaver,05/24/2020,10,4.4,579,164742,6.1,2.7,351.5
Beaver,05/25/2020,0,4.3,579,164742,0,2.6,351.5
Beaver,05/26/2020,0,3.9,579,164742,0,2.3,351.5
Beaver,05/27/2020,5,4.6,584,164742,3,2.8,354.5
Beaver,05/28/2020,2,3.4,586,164742,1.2,2.1,355.7
Beaver,05/29/2020,7,4.1,593,164742,4.2,2.5,360
Beaver,05/30/2020,1,3.6,594,164742,0.6,2.2,360.6
Beaver,05/31/2020,0,2.1,594,164742,0,1.3,360.6
Beaver,06/01/2020,1,2.3,595,164742,0.6,1.4,361.2
Beaver,06/02/2020,5,3,600,164742,3,1.8,364.2
Beaver,06/03/2020,4,2.9,604,164742,2.4,1.7,366.6
Beaver,06/04/2020,0,2.6,604,164742,0,1.6,366.6
Beaver,06/05/2020,1,1.7,605,164742,0.6,1,367.2
Beaver,06/06/2020,5,2.3,610,164742,3,1.4,370.3
Beaver,06/07/2020,0,2.3,610,164742,0,1.4,370.3
Beaver,06/08/2020,5,2.9,615,164742,3,1.7,373.3
Beaver,06/09/2020,2,2.4,617,164742,1.2,1.5,374.5
Beaver,06/10/2020,1,2,618,164742,0.6,1.2,375.1
Beaver,06/11/2020,1,2.1,619,164742,0.6,1.3,375.7
Beaver,06/12/2020,0,2,619,164742,0,1.2,375.7
Beaver,06/13/2020,0,1.3,619,164742,0,0.8,375.7
Beaver,06/14/2020,2,1.6,621,164742,1.2,1,377
